,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Past tobacco smoking frequency,0.3929746819790373,-0.08461461247268541,-0.056278183832795314,-0.0017939397978862565,0.09914485397642156,-0.3526770759375017,-0.31552896585736545,0.3007080115653542,0.11795179369467286,0.07388337088485593,0.19750549145226906,0.11292002590193147,0.10483185400301649,-0.05718167237723036,0.18988060435763696,0.0841910742958851,0.07047399587332964,-0.1603465381830549,0.20989463025440858,-0.263453597414017,-0.09390811438947709,-0.0037255110789160767,0.052091641872994816,-0.009624231666882513,0.0730705179257232,0.326669048132983,0.09495063250854428,-0.3319448607129549,0.16158070543551264,0.15070548114479074,0.152236327152686,0.06124364653147989,0.11432415520399464,-0.08579789064149627,0.024460746417812082,0.0006597684890556599,-0.0046244064340924245,0.17056279663290783,-0.04743623139047491,-0.060974025833956134,0.14901236768233952,0.06430443344454757,0.07200942514154043,-0.20723553930548477,0.06672231199870285,-0.12332120915154383,-0.2005894715884051,-0.1860840685708043,-0.13375711227525672,0.022777051040094365,0.2964316400625568,-0.10811978894907495,0.08782859382158621,-0.1453139619183489,-0.05260948673140699,0.08114792878153605,0.06750609279169835,-0.010994382345646496,-0.25457960103704413,-0.15296107692519187,0.21208585726280577,-0.29151552903438926,0.012388865249216978
Attend sports club or gym,-0.1558251984591842,0.008843646962878248,0.10475661964046114,0.10879755835802327,0.2221889190710378,0.10018583726515795,0.16626932676098596,-0.03151701238025986,-0.025807128198550074,0.09755349266958654,0.0959895312783678,0.2613902739385804,-0.08186614989919808,-0.23950386499728166,-0.1880589887991188,-0.03773525768061644,0.18746843018973036,-0.16507822866518876,-0.10087818868603911,-0.05056245346312312,-0.06828101295621859,-0.10131698207651756,0.019374811825394342,0.21268049122423155,-0.11804142819626359,-0.022031792333610585,-0.14566250561604482,0.03103039495914997,-0.013499099593253246,0.04790203853654094,0.07060825857684176,-0.02976944236015122,0.276951264268134,0.10401127175099295,-0.02314415571234504,-0.018202892588407564,0.1434713489542457,-0.19040870413478056,-0.0037582586386629637,0.1574028858511616,-0.0010002653779352898,-0.1226097993068824,0.021309608611882976,-0.00394488725749143,-0.19644261284913586,0.05844495188691748,0.02781657953359724,-0.04447734746657229,0.16128742796054465,0.1611948575109801,-0.026209194681459252,0.017790384658906512,-0.02515925521812156,0.0760405415964714,-0.03854507533603111,-0.027314346688660705,0.18475495834769223,0.11456291747171073,-0.06032374011564856,0.007982664632536886,-0.23368201537568561,0.050361868022624774,0.1624875100881953
Attend pub or social club,0.03503072654652499,-0.07425686733580085,-0.09069006441301967,-0.02521646165457349,0.030499706264709173,0.05892788835687059,0.12105836539140988,-0.08675948082378863,-0.18630636185390156,-0.1227323001487443,-0.012773452252595914,-0.1485208760711261,-0.027126528448322026,-0.003460569222257377,0.2393658690612288,-0.06609442813399931,0.014610832140609903,0.14006615437285047,0.14959983561167942,-0.14498593081034705,-0.2518928998599249,0.011210395889084067,0.16901263187684568,0.09243776499166355,-0.11022791608666352,0.02018452944887018,-0.005301590003378099,0.04861944020534348,-0.045117133838613856,0.08218957370938496,0.19600906763418158,0.09285788748260504,-0.16341730091940238,-0.023859291281979476,-0.18627712065091023,-0.13502256131768953,-0.10718563961523653,-0.06980683515978893,-0.04083734104627488,-0.25557879232789377,-0.058277493282312534,-0.18000446290864325,-0.23158555899748598,0.028283391803585686,-0.03166971287007554,-0.10031506016566645,0.034815835113290956,0.06266898412324563,0.015199251914350818,-0.19305578040959726,-0.05824013254826012,0.037894944371206135,-0.09902464107900079,0.15685389610835268,-0.037351730356073864,0.01904173756080461,0.1749298640280427,-0.19544511178556168,-0.11342250557556147,-0.024711610635434856,-0.083355890767483,0.041006849791794885,-0.04755917281318779
Attend religious group,-0.08376449302649906,-0.1091335550304772,-0.12700723743005682,-0.06653429681840561,-0.08482755270936777,0.08831504625738518,0.015317674167521169,-0.23897296700240112,0.0129849116018579,-0.06476804291847153,-0.2090398865930509,-0.03220932144074174,-0.15160410105662944,0.17993951855942314,-0.029368546731145365,-0.05809449593763208,0.005896230128895076,0.19089745090580124,-0.12162319555309296,0.25729325825792965,0.3166625729966557,-0.049069055779525056,-0.016570004713611104,-0.25355365665485086,-0.1569938782089428,-0.25846079582725623,-0.19685477308986732,0.04025620328483736,-0.1417971890665746,-0.05085226767940106,-0.1790482237482836,-0.0549676247338802,-0.1822797038088846,-0.10528106471555124,-0.19472750027316593,-0.047408042441679885,-0.15496827128901394,0.06043326820279364,-0.030589118234670205,-0.07517630149243427,0.12234402749341602,0.010253385922773627,-0.034594057898382984,0.10947459635830162,0.20301941296708878,0.22406768687585102,0.04371355015467304,0.08720375417798744,-0.21383835908674664,-0.14731146227731365,-0.014402001546453635,0.14038065965345137,-0.08859139850612442,-0.01325312108139179,0.007806014078629949,-0.12832211657257112,-0.12441704473231531,-0.128169590186871,0.23714867469202303,0.006046193559813073,-0.05835136885204259,0.1524670439792468,0.08405600917474076
Attend adult education class,-0.04896428948254042,0.034377109875853046,0.008703732040566105,-0.013122881485807772,-0.08828544441766054,0.2558601041852503,0.09652869899090341,-0.10334742119138376,-0.11878460727996164,-0.07386634080477252,-0.056010991282856346,-0.3012477050623227,0.1047233758264128,0.13377931743599417,-0.2562669992806008,-0.11263680695857328,0.0014607815407047758,0.15752501711902114,-0.07029101636235362,0.2506373896630863,-0.09486583021697023,-0.09967507781477403,0.1509438127196875,-0.2752472166452114,-0.005952926011907554,0.1736022041233277,0.18038625110466774,0.16997823920507643,0.10036117204360698,-0.2043702073357116,-0.2296456423450503,0.32749658214954325,-0.17877368664600093,-0.04358862620918492,-0.12839389306788374,-0.14722805770051206,-0.2217751320892523,-0.12591652317298943,-0.013541189393153347,-0.26471178731371947,-0.2899822909004972,0.03553621242831993,-0.2029950587566729,-0.03794254191618975,-0.03317130551117223,-0.0796938669400357,-0.0761541814978685,-0.056809831938400064,-0.14097005900521092,0.17802364263643242,-0.17225711984939573,-0.010745299810235353,0.0661610338381688,-0.061221852514941257,-0.011267644119168214,-0.13742828082613662,-0.10088063639272339,0.0018897191145316574,0.02179361681005254,0.12405520273626375,0.2327558956141096,0.05830421417154567,-0.10649607962520662
Walking for pleasure,-0.04187377291093648,-0.11083555530344136,-0.04154617752990289,0.18663727004625727,-0.10655183062366277,0.11924293477094847,0.057021329962309485,-0.16618633641903052,-0.17284789109898174,-0.0763156011523965,-0.1025663334004931,0.0073738363581715574,-0.3087856298542624,-0.031766199782455665,-0.12500338351783077,0.0373004406195207,-0.009347949305597488,-0.19959745754862673,0.1838241302480956,0.24457483860291207,0.33900511789555127,-0.15889363320842376,-0.09946271086272979,-0.20699978936972604,0.02005678987232109,-0.1685309626424983,-0.3809433915219058,-0.0908233511309127,-0.04229569354459916,0.1788781876780181,-0.1812881537585851,0.11780237307406606,0.1818127971624804,-0.07258137020938381,0.017800534589336486,-0.1136842678419043,-0.1375567295454177,-0.09731971784871911,-0.22433757866866744,0.035971078346200766,-0.027341856947791367,-0.1632263379295391,-0.09291520710953348,0.2113052257582434,-0.17106407691661693,-0.08516018231032971,0.18255138702048102,0.15931745548309176,-0.13818307650629597,-0.013729608906710971,-0.035074313853360996,-0.3058675683662087,0.30293784853794564,0.20907192606329958,-0.113121297455725,-0.06351344460460916,-0.08934015419998305,0.08539910219343047,0.21679399972694607,0.08823814200917508,0.009154584153588864,0.17717860026732493,-0.09367598105082771
Moderate exercises,0.03177714294756164,0.22360167647906068,0.14307595497778636,-0.13534623884587468,-0.021133448401967476,0.15517907757007318,0.09435269563987374,0.08616082672795583,0.07133444801624235,0.031102666026540986,0.07870857242400858,-0.04662395028753496,0.16358810383049807,-0.1152903581490377,-0.12968351753820098,-0.030748929595671628,0.015098948839677313,0.16090354840186002,-0.23936549495025375,0.07114896590835786,-0.16340519528471745,-0.026561939030279813,0.15525248451967585,0.04461899005953027,0.10509418061797814,0.19745915504410338,0.2952539678529638,0.21380979719537094,0.0659341774606732,-0.25781239692153685,0.09006416924953821,0.08714398685980014,-0.08933139853586358,0.22923209054542634,0.12540354514040616,0.11869399782193667,-0.021741735897171134,0.09762876896629392,0.24744802796193627,0.001769095623768036,-0.010481271563312156,0.2000835834718494,0.12398359268275974,-0.1040662892843427,0.1721226212835415,0.15738455733078352,-0.08785270218101981,-0.09154720107227744,0.051446442449523504,-0.022149216973184525,-0.05720056404339347,0.097349042822981,-0.1243354897743477,-0.022912398348157306,0.05596388169548208,0.18117021818875276,0.056910021169813814,-0.0940023320554392,-0.15408197810376045,0.15055669807865923,0.05234264207710854,-0.09360607162619343,0.10993519753360452
Strenuous sports,-0.20366902538824114,0.2769856465915559,-0.027744120106081325,-0.1366916659046056,0.006261554718001621,-0.037926181440984474,-0.03747952084919545,0.07462070519706838,0.20622936115812388,0.10518086510712253,0.0883812251262052,0.027928679607594344,-0.10427839543274972,-0.11286459872122938,-0.03914570553662921,-0.007134891786634907,-0.04873210888728647,0.008387109212908547,0.052331731488999576,-0.07303615158347712,-0.11063871292269892,-0.015795151359694132,0.23114254162924117,0.06756698509174286,-0.12239881562126066,-0.08036606142663652,-0.008347654034593316,-0.09113039756143937,-0.033764105251023,0.2224708891940913,0.005570812524276561,-0.1608043785146122,0.05871160552853653,0.22987181748261268,0.19944929243301998,-0.07792760138370909,0.2056486886161809,-0.0017333270381290236,0.24833267961981834,0.049319487775388034,-0.03798842895070801,0.11057470158972507,0.10074315933178393,-0.0084264710090499,0.23682571943302202,-0.22077938447671147,0.033746571868224114,-0.01889442477202362,0.08277574410082453,-0.1033673265610737,-0.03712460446575206,0.1724637575742543,-0.15742919577236103,0.004939371770009192,0.05245420040250855,-0.16561201869951375,0.21065238608100711,-0.16597533975266737,-0.1646797992832117,-0.1281890201167221,-0.33806617383470644,-0.03938610424497997,-0.09975839624224109
Sleep duration,-0.10116053582257567,-0.00015829512818068325,-0.05459835166922997,0.08648529056350403,-0.001384677662978772,0.00013231827709974116,-0.08123608832644126,0.11279705628436108,0.12750146609488058,0.15631419806073016,0.035282756656922085,-0.06491689747437189,0.1344264429501482,0.11941401336295775,-0.17333745556670338,-0.03534357526079444,-0.19831979816288584,0.0005316250456328782,0.3256240304679092,0.1684707555833456,0.040055492780329355,-0.15798042466348625,0.013632789089809402,-0.08042016520590486,0.2751877343690223,0.21476040424771656,0.14041280278253948,-0.05297635297896387,0.19929908545282413,-0.12152697685691154,-0.2098001615263759,0.04831589990279886,-0.03543824853708005,-0.08059182107671728,-0.08048553231063064,-0.10793726499710785,-0.06515379475124856,-0.09763128377382911,0.025212206802728346,-0.047748989182103366,-0.0937152915654817,-0.048948575477022624,-0.1789731018458691,-0.12085632004250707,-0.33258848909828287,0.04190953426067287,-0.10448062325360663,-0.16983035990070625,-0.14553322629280147,-0.023960694664396036,-0.16636744075980767,-0.28874497686260364,0.34532283540667574,-0.049039694566293444,0.04534836136115307,-0.1093208531133522,-0.09512013091996646,0.0038980564984847747,-0.16486378600138318,0.04660186294702881,0.09425149778854577,-0.3316849497877493,-0.0722381194175249
Getting up in the morning,-0.08423004715616464,0.12411148293068405,0.0478986489865628,-0.19374465266230104,-0.018754235643188698,0.2101010668112808,0.16940953534680944,-0.09915429755210485,-0.1013798715081756,-0.023091445561168714,0.22860822892734864,0.019229712556632136,-0.08396035289777601,-0.2843180311681376,-0.15011206338524868,0.0344557452838505,-0.08513157095542712,0.08044044105648368,0.21345963668860107,0.18523236241778168,0.2617248716454449,-0.06796186618004306,0.22465007476896975,-0.017064665828361802,0.16996836649897307,-0.015000830591351117,-0.11789993456384912,-0.1352732956286689,0.07060565815620816,0.023402681433213834,-0.07232247626769035,0.12328544715065723,0.15030892573329818,0.07870387854153983,0.00810732905978098,0.05776572817166105,-0.2597495326870974,0.0743281081388034,-0.009245742485602488,0.03482820426519115,0.048053577423354615,0.08353492822197252,0.06374540672408627,0.039040145429438275,0.029636986635023354,0.1570494816472633,0.019663054741270492,0.024172898211853342,-0.00099411365575543,0.03262019963780387,0.03840519564483576,-0.08079083308428303,-0.052316054988495904,0.020360987979021583,0.0535447719518049,0.36378082050803257,0.019955146352824547,0.030848812106465437,-0.12175090200508398,0.22132663103420164,-0.04729847091356086,-0.011358846774204508,0.2055039059538654
Being a morning person,-0.07550214514032955,0.24846500742233418,0.163183874928784,0.11255905596516919,0.21057839374807977,-0.17445219941896217,-0.2580971101436401,0.20986369683893494,0.0029889881631677785,0.24001548344565787,0.27540618242671744,-0.021658833200584343,-0.0032132186043941167,-0.18556048085569526,-0.19578838279901375,-0.14236026411666197,-0.016983552008842998,-0.00952079937310004,-0.06399159007160725,0.11618015320901807,0.21363985799447882,-0.0010749672937408405,-0.01182393184705021,-0.018617104206917107,-0.16056251592836218,0.000895284305518327,0.1629177958623572,0.09578341527573474,-0.11761167615823533,0.27230508665960623,-0.37393330546828213,-0.08374153279674404,0.008408841743815025,0.06832685422203287,0.14576815996148998,0.12622645843955074,-0.06443203693023021,-0.05079003070982179,0.11011780446952836,0.12328296171760614,0.11242569496414238,0.2763991755748462,0.21305455404633558,0.024016322541819474,-0.08980521732672544,-0.2651699022514282,0.008166027094340044,-0.006249685268812698,0.04710067644064679,0.021057570865956967,-0.07380978485632106,0.0525734593735551,-0.023804697791687864,0.06247718804006281,0.051979470443316696,-0.09011213473111976,-0.013826038449207247,-0.19176305141387648,-0.011746825886002598,0.017497036605941565,0.05724225457671506,0.05660043536799377,0.024248034567226108
